Spotify most streamed songs of all time,,
,,
Artist and Title,Streams,Daily
Aminé - Caroline,"795,200,489","104,939"
Labrinth - Jealous,"794,811,027","138,457"
Bad Bunny - Yo Perreo Sola,"794,558,201","203,541"
The Cardigans - Lovefool,"794,504,456","495,252"
Kordhell - MURDER IN MY MIND,"793,998,132","331,683"
Iggy Azalea - Fancy,"793,527,675","223,795"
Lil Baby - Pure Cocaine,"793,278,745","331,335"
Aventura - Ella Y Yo,"792,946,655","881,423"
Bazzi - Beautiful,"792,231,853","117,351"
Flo Rida - Right Round,"791,118,401","686,215"
Young Thug - pick up the phone,"791,083,401","201,948"
Justin Timberlake - Rock Your Body,"790,502,222","604,882"
Baby Keem - ORANGE SODA,"790,144,980","237,649"
Mike Posner - Cooler Than Me,"789,274,922","400,478"
Jason Mraz - Lucky,"788,138,325","219,345"
Kendrick Lamar - LOYALTY. FEAT. RIHANNA.,"787,594,254","272,108"
"Tyler, The Creator - NEW MAGIC WAND","786,937,143","349,234"
Mora - Volando,"786,895,342","281,901"
Carlos Vives - La Bicicleta,"786,777,955","281,580"
Billy Joel - Vienna,"786,139,702","940,415"
Mustard - Pure Water,"786,054,275","190,890"
Ed Sheeran - Supermarket Flowers,"785,992,558","199,487"
Shakira - Te Felicito,"785,614,633","147,356"
"$uicideboy$ - ...And to Those I Love, Thanks for Sticking Around","785,520,234","278,025"
Kanye West - Violent Crimes,"785,404,767","460,844"
Khalid - Saturday Nights,"785,264,699","126,931"
Young Thug - The London,"785,242,242","218,353"
Lady Gaga - Paparazzi,"785,183,933","1,121,093"
zzoilo - Mon Amour,"784,795,071","263,716"
Jack Harlow - Whats Poppin,"784,254,679","112,274"
MEDUZA - Paradise,"783,866,287","167,060"
Imagine Dragons - Warriors,"783,480,333","194,091"
Becky G - Mayores,"783,420,962","194,522"
Bryan Adams - Heaven,"783,124,400","658,092"
Bad Bunny - TE MUDASTE,"782,682,021","159,926"
T-Pain - Buy U a Drank (Shawty Snappin'),"782,515,706","388,678"
Alan Walker - On My Way,"782,301,339","320,723"
Taylor Swift - Getaway Car,"782,203,074","279,269"
Mumford & Sons - I Will Wait,"782,100,643","295,046"
Jimi Hendrix - All Along the Watchtower,"781,901,386","225,517"
Blue Swede - Hooked On A Feeling,"781,742,931","303,664"
Billie Eilish - LUNCH,"781,495,851","760,390"
Don Toliver - After Party,"781,136,375","200,723"
Maroon 5 - Cold,"780,978,351","318,438"
Travis Scott - I KNOW ?,"780,510,586","442,114"
3 Doors Down - Here Without You,"780,362,544","493,984"
Maluma - 11 PM,"779,741,905","156,914"
Jon Bellion - All Time Low,"779,466,264","119,295"
Lil Uzi Vert - Just Wanna Rock,"779,460,695","200,595"
Culture Club - Karma Chameleon,"779,458,895","360,581"
System Of A Down - Lonely Day,"779,185,251","611,089"
Cher - Believe,"778,598,887","492,942"
Lorde - Ribs,"777,881,941","1,185,331"
Alex & Sierra - Little Do You Know,"777,306,246","113,583"
Travis Scott - CAN'T SAY,"777,206,390","339,195"
Troye Sivan - Strawberries & Cigarettes,"776,569,377","254,129"
Dalex - Pa Mí (Remix),"776,169,925","164,203"
BoyWithUke - Toxic,"776,163,363","243,809"
Ozzy Osbourne - Crazy Train,"776,051,491","329,554"
Hozier - Work Song,"775,383,038","621,838"
Alessia Cara - How Far I'll Go,"775,286,965","91,134"
Luke Combs - Fast Car,"774,644,408","592,573"
Cascada - Everytime We Touch,"774,639,785","352,568"
Justin Bieber - Eenie Meenie,"774,620,632","462,045"
blackbear - idfc,"774,536,444","218,231"
Jason Derulo - Take You Dancing,"774,475,379","171,345"
Flo Rida - GDFR,"774,418,751","140,175"
A$AP Ferg - Plain Jane,"774,056,703","110,604"
Waka Flocka Flame - No Hands,"774,020,096","453,095"
Zion & Lennox - Yo Voy,"773,977,832","364,592"
Halsey - Bad At Love,"773,873,588","744,954"
Playboi Carti - Shoota,"773,701,662","240,231"
Future - Like That,"773,677,943","701,606"
Lil Nas X - Panini,"773,280,593","81,131"
The Rolling Stones - Start Me Up,"772,506,869","274,900"
Lil Mosey - Noticed,"771,694,635","138,695"
Mazzy Star - Fade Into You,"771,564,734","797,528"
BENEE - Supalonely,"771,373,283","101,001"
Lynyrd Skynyrd - Free Bird,"770,897,514","381,586"
Mac Miller - Self Care,"770,351,013","218,787"
Bad Bunny - La Difícil,"769,887,640","171,948"
Eagles - Take It Easy,"769,796,458","419,828"
Camila Cabello - My Oh My,"769,583,394","176,020"
Mötley Crüe - Kickstart My Heart,"769,391,527","530,762"
The Rare Occasions - Notion,"769,221,751","550,969"
J. Cole - Power Trip,"769,133,174","385,684"
Marshmello - El Merengue,"769,096,132","567,057"
John Mayer - New Light,"769,046,175","298,177"
Taylor Swift - Midnight Rain,"769,034,062","232,935"
Alejandro Fernández - Me Dediqué a Perderte,"768,853,485","485,349"
BLACKPINK - DDU-DU DDU-DU,"768,820,265","206,507"
Kali Uchis - After The Storm,"768,133,728","598,170"
Roxette - It Must Have Been Love,"768,077,633","720,644"
Olly Alexander (Years & Years) - King,"767,612,481","370,143"
Khalid - 8TEEN,"767,278,307","214,264"
Justin Timberlake - Rock Your Body,"767,264,833",
Myles Smith - Stargazing,"767,243,755","1,536,271"
Extreme - More Than Words,"767,197,070","293,652"
Libianca - People,"767,140,685","302,183"
Enrique Iglesias - SUBEME LA RADIO,"766,137,454","245,109"
Rauw Alejandro - Cúrame,"765,082,767","162,824"
Katy Perry - Unconditionally,"765,004,535","430,725"
Camila Cabello - Shameless,"764,365,700","642,996"
Joji - YEAH RIGHT,"764,140,288","141,294"
Yusuf / Cat Stevens - Wild World,"764,085,913","318,572"
Lana Del Rey - Summertime Sadness (Lana Del Rey Vs. Cedric Gervais),"764,058,813","270,826"
Manuel Turizo - Una Lady Como Tú,"763,756,047","176,636"
ROSALÍA - BESO,"763,666,360","274,843"
Gorillaz - On Melancholy Hill,"763,647,463","469,121"
Reik - Me Niego,"763,359,612","171,419"
Bruno Mars - Count on Me,"763,287,962","283,919"
ZZ Top - La Grange (2005 Remaster),"762,732,348","425,847"
Chris Brown - Go Crazy,"762,543,871","158,678"
Luke Combs - She Got the Best of Me,"762,512,986","351,599"
The Beatles - Yesterday,"761,825,571","268,055"
Hombres G - Devuélveme a mi chica,"761,525,533","338,561"
NewJeans - Ditto,"761,494,981","353,080"
Redbone - Come and Get Your Love,"761,436,640","580,149"
Tiësto - Don't Be Shy,"760,900,953","173,311"
Kelly Clarkson - Because of You,"760,815,522","256,437"
Dua Lipa - Love Again,"760,704,554","291,564"
John Lennon - Imagine,"760,647,123","277,770"
Kanye West - Can't Tell Me Nothing,"760,315,868","529,406"
Bacilos - Caraluna,"760,271,118","295,914"
B.o.B - Nothin’ on You,"760,167,462","488,315"
BLACKPINK - Shut Down,"760,119,622","293,911"
Cutting Crew - (I Just) Died In Your Arms,"759,774,554","433,377"
Alesso - Heroes (we could be),"759,530,287","234,526"
SZA - Open Arms,"759,243,188","838,947"
Labrinth - Mount Everest,"759,210,678","263,935"
Beyoncé - Single Ladies (Put a Ring on It),"758,576,077","353,860"
Morgan Wallen - Chasin' You,"758,293,279","518,063"
Peso Pluma - PRC,"758,122,250","190,628"
Coldplay - Magic,"757,890,497","118,697"
Majestic - Rasputin,"757,680,656","299,096"
Eminem - Lucky You,"757,624,383","100,181"
Jeremih - oui,"757,217,421","303,625"
Michael Bublé - Holly Jolly Christmas,"757,096,573","9,104"
Jennifer Lopez - On The Floor,"757,019,156","659,337"
Travis Scott - Antidote,"756,851,738","146,275"
Lady Gaga - Judas,"756,833,305",
Benson Boone - Slow It Down,"755,804,138","1,084,393"
Charlie Puth - How Long,"755,783,208","182,041"
Ghost - Mary On A Cross,"755,307,586","534,736"
Mariah Carey - We Belong Together,"755,262,047","416,733"
Myke Towers - Bandido,"754,647,391","155,108"
Adele - Chasing Pavements,"754,422,967","391,717"
Grupo Frontera - EL AMOR DE SU VIDA,"754,230,216","470,782"
INTERWORLD - METAMORPHOSIS,"753,784,140","349,155"
Carlos Vives - Robarte Un Beso,"753,726,449","250,200"
DJ Khaled - POPSTAR,"752,967,245","102,173"
Juice WRLD - Legends,"752,866,678","182,468"
Linkin Park - Bleed It Out,"752,770,436","296,436"
Justin Bieber - Anyone,"752,682,832","170,347"
Thirty Seconds To Mars - The Kill,"752,515,041","462,739"
Russ - Losin Control,"752,398,045","165,966"
MGMT - Little Dark Age,"752,094,424","357,813"
Lana Del Rey - Young And Beautiful [Lana Del Rey vs. Cedric Gervais],"751,991,792","225,794"
Kodak Black - Roll in Peace,"751,372,076","150,291"
Dolly Parton - 9 to 5,"750,945,578","321,532"
Buffalo Springfield - For What It's Worth,"750,713,814","414,375"
Taylor Swift - Paper Rings,"750,138,999","265,750"
Morat - Cuando Nadie Ve,"750,124,157","287,749"
Luke Combs - Fast Car,"749,275,685","773,565"
Kelly Clarkson - Stronger (What Doesn't Kill You),"748,931,879","326,006"
¥$ - CARNIVAL,"748,799,335","493,511"
fun. - Some Nights,"748,714,716","231,226"
Three Days Grace - Animal I Have Become,"748,607,704","673,172"
Tego Calderón - Pa' Que Retozen,"748,362,959","366,754"
Starship - Nothing's Gonna Stop Us Now,"748,092,384","624,974"
Childish Gambino - Les,"746,881,600","732,074"
Milo j - Rara Vez,"746,770,448","428,419"
Frank Sinatra - Fly Me To The Moon (In Other Words),"746,762,973","298,102"
Ed Sheeran - Dive,"746,587,374","384,993"
The Smashing Pumpkins - 1979,"746,560,284","422,522"
Mark Ambor - Belong Together,"746,461,973","942,952"
Keyshia Cole - Love,"745,736,994","671,103"
Migos - Stir Fry,"745,635,957","194,867"
Sebastian Yatra - Tacones Rojos,"745,524,564","295,920"
Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),"745,489,791","270,841"
Lorde - Ribs,"745,067,494",
Labrinth - Still Don't Know My Name,"744,898,398","216,748"
Summer Walker - Girls Need Love,"744,860,066","359,912"
The Kooks - Naive,"744,350,865","349,588"
Muse - Supermassive Black Hole,"744,254,564","560,152"
Rex Orange County - Best Friend,"743,965,774","240,720"
Olivia Rodrigo - brutal,"743,045,660","254,043"
Chris Jedi - Ahora Dice,"742,594,267","238,775"
David Guetta - Baby Don't Hurt Me,"742,187,727","376,151"
Avicii - Lonely Together,"741,757,282","131,616"
Adele - All I Ask,"741,506,238","260,195"
Lou Bega - Mambo No. 5 (A Little Bit of...),"741,357,624","293,452"
James Hype - Ferrari,"740,978,863","323,869"
Romeo Santos - Eres Mía,"740,548,940","453,442"
Incubus - Drive,"740,440,634","505,097"
Kansas - Carry on Wayward Son,"740,426,113","316,988"
mgk - my ex's best friend,"739,977,980","139,386"
Kanye West - I Love It (& Lil Pump),"739,778,892","79,633"
Anuel AA - Hasta Que Dios Diga,"739,435,369","244,722"
Jason Derulo - Whatcha Say,"739,152,416","262,425"
Lana Del Rey - Diet Mountain Dew,"739,012,020","524,536"
Drake - Best I Ever Had,"738,848,027","333,920"
Vacations - Young,"738,617,476","402,176"
B.o.B - Nothin' on You,"737,998,395","380,621"
Linkin Park - Crawling,"737,913,153","375,105"
Bad Bunny - DtMF,"736,953,579","3,465,282"
Ricky Montgomery - Line Without a Hook,"736,926,518","541,814"
Taylor Swift - champagne problems,"736,921,518","227,648"
P!nk - So What,"736,534,364","307,422"
Alicia Keys - Girl on Fire,"736,221,365","286,275"
Gera MX - Botella Tras Botella,"736,137,287","230,951"
UB40 - Red Red Wine,"736,029,042","322,477"
Plan B - Candy,"735,990,772","419,908"
Pink Sweat$ - At My Worst,"735,938,719","168,291"
Selena Gomez - Hands To Myself,"735,678,039","118,624"
R3HAB - All Around The World (La La La),"735,669,295","160,352"
The Weeknd - Timeless,"735,396,418","3,070,865"
The Temper Trap - Sweet Disposition,"735,256,565","414,140"
Doja Cat - Agora Hills,"735,047,557","469,411"
BTS - Permission to Dance,"734,913,258","158,891"
Miley Cyrus - The Climb,"734,601,283","322,024"
Bring Me The Horizon - Can You Feel My Heart,"734,514,233","262,930"
Mac DeMarco - Heart To Heart,"734,300,515","653,284"
X Ambassadors - Unsteady,"733,579,128","205,841"
Dove Cameron - Boyfriend,"733,140,655","258,220"
Little Mix - Secret Love Song,"732,948,399","191,731"
Marshmello - Here With Me,"732,397,536","185,550"
Big Sean - Bounce Back,"731,615,072","62,264"
Adele - Water Under the Bridge,"731,271,826","201,700"
mgk - Bad Things,"731,077,171","121,283"
The Killers - When You Were Young,"730,991,479","289,588"
Gwen Stefani - Hollaback Girl,"729,768,469","326,360"
Lizzy McAlpine - ceilings,"729,719,661","482,748"
Rick Springfield - Jessie's Girl,"729,374,860","397,944"
"Taylor Swift - You're On Your Own, Kid","728,974,701","326,832"
Sophie Ellis-Bextor - Murder On The Dancefloor,"728,964,046","493,996"
Taylor Swift - We Are Never Ever Getting Back Together,"728,940,051","162,231"
J. Cole - She Knows,"728,750,286","188,494"
Alessia Cara - Here,"728,529,863","369,043"
The Paper Kites - Bloom,"728,276,529","306,012"
Mac DeMarco - For the First Time,"728,205,775","617,684"
Katy Perry - Never Really Over,"727,410,388","115,541"
Lil Uzi Vert - Money Longer,"727,226,425","144,144"
Florence + The Machine - You've Got The Love,"726,986,963","379,600"
John Travolta - You're The One That I Want,"726,883,180","435,823"
Wiz Khalifa - Black and Yellow,"726,868,478","252,884"
grandson - Blood // Water,"726,330,251","171,399"
Sech - Otro Trago,"726,149,713","128,872"
KAROL G - MI EX TENÍA RAZÓN,"726,106,778","555,242"
Wiz Khalifa - Black & Yellow,"725,705,282","265,281"
Childish Gambino - Me and Your Mama,"725,625,072","339,621"
$uicideboy$ - Kill Yourself (Part III),"724,795,750","220,396"
"Tyler, The Creator - BEST INTEREST","724,736,570","446,457"
Jet - Are You Gonna Be My Girl,"724,073,160","365,476"
"Shakira - Whenever, Wherever","723,385,007","326,714"
Dexys Midnight Runners - Come On Eileen,"723,224,666","343,032"
Rauw Alejandro - El Efecto,"723,173,561","330,712"
Ricky Montgomery - Mr. Loverman,"722,931,289","558,791"
Daft Punk - One More Time,"722,870,048","364,685"
Kodak Black - Tunnel Vision,"722,700,152","222,284"
ScHoolboy Q - Collard Greens,"721,870,695","271,006"
One Direction - You & I,"721,617,028","394,516"
The Strokes - Last Nite,"721,427,207","224,848"
Rihanna - Rude Boy,"721,409,226","307,893"
Simon & Garfunkel - Mrs. Robinson,"721,323,183","211,557"
Nirvana - Lithium,"721,027,917","299,479"
Duke Dumont - Ocean Drive,"720,406,994","390,063"
Lil Dicky - Freaky Friday,"720,342,570","174,687"
Taylor Swift - You Belong With Me,"720,229,649","243,313"
Justin Bieber - Confident,"720,075,431","875,987"
Incubus - Drive,"719,792,544","363,766"
50 Cent - Many Men (Wish Death),"719,462,358","389,234"
Juice WRLD - Wasted,"719,411,400","225,439"
Rauw Alejandro - Fantasias,"719,403,420","169,694"
2Pac - All Eyez On Me,"719,275,106","371,564"
Grupo Frontera - NO SE VA,"719,098,432","231,581"
Michael Jackson - Thriller,"718,984,762","288,296"
Ice Cube - You Know How We Do It,"718,877,747","464,769"
Three Days Grace - Animal I Have Become,"718,661,642","640,893"
Slipknot - Psychosocial,"718,158,755","327,873"
Justin Bieber - Friends,"718,102,221","97,689"
Lana Del Rey - Radio,"718,001,673","302,841"
AJR - Weak,"717,984,030","107,390"
bôa - Duvet,"717,874,851","903,934"
David Guetta - Where Them Girls At,"717,852,589","353,788"
Bad Bunny - Amorfoda,"717,811,422","207,108"
Loreen - Tattoo,"717,571,888","586,043"
Jarabe De Palo - La flaca,"717,215,303","387,033"
Pitbull - Hotel Room Service,"716,794,846","489,473"
Marshmello - Be Kind,"716,770,638","134,573"
Bad Bunny - Ignorantes,"716,762,671","171,723"
Liana Flores - rises the moon,"716,616,338","523,489"
Selena Gomez - Same Old Love,"716,565,025","216,350"
Sebastian Yatra - Traicionera,"716,103,107","254,144"
Pitbull - Fireball,"715,751,746","525,541"
NewJeans - Super Shy,"714,991,353","370,850"
Little Mix - Black Magic,"714,779,256","300,027"
Pearl Jam - Even Flow,"714,771,241","402,482"
Travis Scott - 90210,"714,604,309","436,020"
Bee Gees - More Than A Woman,"714,586,827","514,675"
Cosculluela - Madura,"714,260,701","377,180"
OneRepublic - Secrets,"713,901,280","327,547"
Rae Sremmurd - Swang,"713,715,635","151,963"
OneRepublic - Apologize,"713,648,588","393,884"
Timbaland - Apologize,"713,648,588","393,884"
Foo Fighters - Best of You,"713,531,323","190,308"
Travis Scott - YOSEMITE,"713,232,783","267,985"
Harry Styles - Lights Up,"713,002,936","83,033"
Oscar Maydon - Fin de Semana,"712,868,863","432,717"
Joji - Sanctuary,"712,832,472","250,791"
Oliver Tree - Miss You,"712,745,484","171,052"
Nio Garcia - La Jeepeta,"712,707,805","101,138"
Auli'i Cravalho - How Far I'll Go,"712,541,359","297,436"
Paul Simon - Mrs. Robinson,"712,507,791","239,691"
Carrie Underwood - Before He Cheats,"711,836,361","301,195"
Snoop Dogg - Drop It Like It's Hot,"711,550,888","318,467"
Paulo Londra - Nena Maldición,"711,078,602","257,060"
Owl City - Good Time,"710,928,121","338,471"
James Arthur - Naked,"710,858,043","235,049"
Commodores - Easy,"710,832,813","422,824"
Bebe Rexha - I'm a Mess,"710,608,179","107,424"
"Stevie Wonder - Signed, Sealed, Delivered (I'm Yours)","710,578,021","261,909"
Enrique Iglesias - DUELE EL CORAZON,"710,157,565","202,761"
Disclosure - You & Me,"710,047,732","200,612"
The xx - Intro,"709,939,789","181,356"
Lykke Li - I Follow Rivers,"709,569,751","639,837"
Maroon 5 - Sunday Morning,"709,391,090","539,769"
Diplo - Heartless,"709,265,934","244,723"
Muse - Uprising,"709,244,427","350,571"
Aretha Franklin - Respect,"709,061,724","238,175"
Lady Gaga - Born This Way,"708,814,563","522,056"
Bryan Adams - (Everything I Do) I Do It For You,"708,716,018","357,001"
Alexandra Stan - Mr. Saxobeat,"708,587,825","455,442"
JENNIE - SOLO,"708,513,537","200,898"
Mark Ambor - Belong Together,"707,914,289","970,756"
Beyoncé - Love On Top,"707,706,010","229,350"
Marc Anthony - Vivir Mi Vida,"707,701,507","294,188"
Calvin Harris - Giant,"707,624,175","92,068"
Metro Boomin - 10 Freaky Girls,"707,601,962","144,172"
50 Cent - Just A Lil Bit,"707,158,218","365,575"
Britney Spears - Womanizer,"707,091,002","413,856"
The Doobie Brothers - Listen to the Music,"707,079,880","634,720"
"Daddy Yankee - Lo Que Pasó, Pasó","706,708,415","356,116"
Cardi B - Up,"706,448,154","146,671"
Mac DeMarco - Heart To Heart,"706,145,874","603,363"
The Cinematic Orchestra - To Build A Home,"705,941,864","247,700"
Dominic Fike - Babydoll,"705,864,799","571,853"
Billie Eilish - all the good girls go to hell,"705,862,581","166,337"
"Sofía Reyes - 1, 2, 3","705,646,634","99,230"
salvia palth - i was all over her,"705,566,462","506,626"
Bon Iver - Skinny Love,"704,990,592","192,242"
Kylie Minogue - Can’t Get You out of My Head,"704,599,299","474,184"
Tom Walker - Leave a Light On,"704,373,421","188,348"
Europe - The Final Countdown,"704,206,538","302,737"
Pink Floyd - Comfortably Numb,"704,065,815","390,462"
Roar - I Can't Handle Change,"704,003,177","364,280"
Drake - Take Care,"703,900,961","246,050"
Mac Miller - Weekend,"703,383,772","273,196"
Anitta - Envolver,"703,287,161","201,925"
Benson Boone - Slow It Down,"703,130,513","1,169,272"
Beach Bunny - Prom Queen,"702,996,404","370,799"
Jason Derulo - Trumpets,"702,711,520","128,288"
Cheat Codes - No Promises,"702,596,699","93,404"
Aretha Franklin - I Say a Little Prayer,"702,566,078","278,041"
Phil Collins - You Can't Hurry Love,"702,328,627","258,108"
Stevie Wonder - Signed Sealed Delivered I'm Yours,"701,967,937",
Two Feet - Go Fuck Yourself,"701,469,844","146,216"
Eyedress - Something About You,"700,917,344","777,335"
Louis Armstrong - What A Wonderful World,"700,767,795","267,018"
Post Malone - One Right Now,"700,211,070","180,065"
Morat - Besos En Guerra,"699,460,949","341,005"
Billie Eilish - No Time To Die,"699,447,677","268,825"
Paul Simon - You Can Call Me Al,"699,134,297","349,032"
JID - Surround Sound,"699,126,824","320,160"
Daddy Yankee - Dura,"698,887,961","146,243"
Rauw Alejandro - Tattoo,"698,816,116","226,514"
Cults - Always Forever,"698,813,550","472,354"
Joel Adams - Please Don't Go,"698,769,502","60,646"
Matt Sassari - Give It To Me,"698,639,930","434,220"
Flo Rida - Club Can't Handle Me,"698,545,684","403,310"
Eiffel 65 - Blue (Da Ba Dee),"697,930,895","226,408"
Justin Bieber - Company,"697,905,795","344,766"
The Rolling Stones - Gimme Shelter,"697,904,921","259,713"
Colbie Caillat - Bubbly,"697,493,314","250,761"
The Vamps - All Night,"697,431,269","91,850"
Tame Impala - Let It Happen,"697,112,381","509,407"
Dua Lipa - Kiss and Make Up,"697,087,582","159,097"
Quevedo - PUNTO G,"696,888,785","198,225"
"Alan Walker - Alone, Pt. II","696,822,610","230,373"
21 Savage - redrum,"696,766,941","435,456"
Rammstein - Du hast,"696,758,370","400,398"
"Roy Orbison - Oh, Pretty Woman","696,729,915","420,585"
System Of A Down - B.Y.O.B.,"696,449,249","458,198"
Miguel - Girl With The Tattoo Enter.lewd,"695,768,055","341,988"
Post Malone - Take What You Want,"695,547,242","167,199"
Avril Lavigne - Sk8er Boi,"695,329,918","369,226"
XXXTENTACION - I Don't Wanna Do This Anymore,"695,121,915","183,053"
Tiësto - 10:35,"694,527,003","349,359"
Sia - The Greatest,"694,321,505","55,576"
Beyoncé - Irreplaceable,"694,195,080","294,374"
Kaash Paige - Love Songs,"693,859,557","514,078"
Martin Garrix - Summer Days,"693,692,734","169,418"
Guns N' Roses - Don't Cry,"693,611,388","337,419"
Dua Lipa - Be the One,"693,295,216","384,821"
Daft Punk - Instant Crush,"692,997,157","321,459"
Mark Ronson - Valerie,"692,825,577","471,414"
Luke Combs - Beer Never Broke My Heart,"692,755,627","301,406"
Linkin Park - Somewhere I Belong,"691,742,727","549,984"
Eminem - My Name Is,"691,468,957","197,724"
Jesse & Joy - Dueles,"691,345,834","511,275"
"Fall Out Boy - Dance, Dance","691,234,347","263,543"
System Of A Down - Aerials,"690,557,879","853,889"
Cheat Codes - Sex,"690,521,476","44,575"
Arctic Monkeys - Snap Out Of It,"690,288,631","303,941"
Flipp Dinero - Leave Me Alone,"690,005,009","107,269"
Queen - I Want To Break Free,"689,838,995","219,858"
G-Eazy - No Limit,"689,373,953","77,520"
Brent Faiyaz - Clouded,"689,357,399","236,848"
BTS - DNA,"689,289,762","186,223"
Led Zeppelin - Whole Lotta Love,"689,132,577","231,032"
One Direction - Best Song Ever,"689,118,153","311,721"
Feid - CHORRITO PA LAS ANIMAS,"688,758,367","212,963"
Troye Sivan - YOUTH,"688,713,793","119,210"
Nelly - Ride Wit Me,"688,413,405","388,286"
Breaking Benjamin - The Diary of Jane,"688,203,268","341,670"
ABBA - Mamma Mia,"687,423,309","441,505"
Junior H - Y LLORO,"687,202,286","594,330"
Boza - Hecha Pa' Mi,"686,800,239","201,050"
Meghan Trainor - NO,"686,786,632","374,728"
Stevie Wonder - Superstition,"686,466,993","223,850"
Doja Cat - Ain't Shit,"686,118,313","214,884"
Thomas Rhett - Die A Happy Man,"686,036,356","251,527"
Metallica - One,"686,012,859","311,482"
Empire Of The Sun - We Are The People,"685,378,648","1,471,350"
Laufey - From The Start,"684,839,153","916,913"
J Balvin - Rojo,"684,723,355","223,941"
Kiiara - Gold,"684,574,850","269,800"
"Earth, Wind & Fire - Let's Groove","683,902,143","546,509"
Limp Bizkit - Rollin' (Air Raid Vehicle),"683,864,302","671,285"
Diddy - I'll Be Missing You,"683,813,079","297,259"
Fujii Kaze - Shinunoga E-Wa,"683,704,915","333,258"
Tove Lo - Talking Body,"683,693,931","295,725"
Kendrick Lamar - King Kunta,"683,576,837","208,714"
Hailee Steinfeld - Love Myself,"683,491,547","172,949"
Drake - Forever,"683,327,918","215,528"
Gente De Zona - La Gozadera,"683,181,886","252,571"
Dayglow - Can I Call You Tonight?,"682,976,684","272,009"
Rae Sremmurd - Come Get Her,"682,833,346","163,094"
James TW - When You Love Someone,"682,832,070","95,010"
Kina - Can We Kiss Forever?,"682,481,400","127,505"
The Offspring - Self Esteem,"682,476,723","318,529"
Shania Twain - Man! I Feel Like A Woman!,"682,394,491","331,299"
J Balvin - Bonita,"682,240,656","304,098"
Xavi - La Víctima,"682,194,911","282,353"
Mon Laferte - Tu Falta De Querer,"682,073,860","549,005"
Sasha Alex Sloan - Dancing With Your Ghost,"682,002,255","277,860"
Pitbull - International Love,"681,748,626","582,501"
bôa - Duvet,"681,691,438","970,708"
Michael Sembello - Maniac,"681,588,823","287,613"
Ed Maverick - Fuentes de Ortiz,"681,133,258","258,516"
The Script - Superheroes,"681,126,984","311,117"
J Balvin - UN PESO,"681,107,305","363,150"
Radiohead - Karma Police,"681,083,914","512,707"
Avenged Sevenfold - Hail to the King,"680,932,232","326,478"
Christian Nodal - Adiós Amor,"680,529,516","263,844"
Piso 21 - Pa' Olvidarme De Ella,"680,321,134","150,889"
The Pussycat Dolls - Don't Cha,"680,288,298","344,146"
Rich The Kid - Plug Walk,"680,138,642","70,055"
BLACKPINK - As If It's Your Last,"680,098,320","227,683"
Kylie Minogue - Can't Get You out of My Head,"679,516,318","665,707"
Chappell Roan - HOT TO GO!,"679,048,716","889,044"
Dusty Springfield - Son of a Preacher Man,"678,720,404","230,379"
Vundabar - Alien Blues,"678,342,849","313,389"
Black Eyed Peas - Just Can’t Get Enough,"678,071,272","515,190"
League of Legends - Legends Never Die,"678,068,382","251,136"
Sam Fischer - This City,"677,823,552","115,272"
Rvssian - Santa,"677,810,913","547,772"
Zedd - Clarity,"677,447,680","393,769"
NF - The Search,"677,339,534","226,126"
John Lennon - Happy Xmas (War Is Over),"677,174,075","21,953"
Cardi B - Please Me,"677,070,268","342,649"
Taylor Swift - Gorgeous,"677,049,676","194,890"
Coldplay - Hymn for the Weekend,"676,587,465","62,828"
Michael Jackson - Rock With You,"676,057,113","446,397"
Johnny Cash - Hurt,"676,043,416","200,639"
Chino & Nacho - Andas En Mi Cabeza,"676,024,109","166,929"
Taio Cruz - Break Your Heart,"675,714,397","371,437"
Daniel Caesar - Japanese Denim,"675,313,367","406,084"
King Von - Took Her To The O,"675,215,261","679,039"
Bad Bunny - Un Coco,"675,008,327","441,293"
DaBaby - Suge,"674,796,170","72,678"
Los Legendarios - Fiel,"674,795,801","66,039"
One Direction - Little Things,"674,777,005","136,256"
Lizzo - Good as Hell,"674,474,881","129,877"
The Righteous Brothers - Unchained Melody,"674,051,760","356,489"
OneRepublic - Rescue Me,"674,048,393","125,908"
Taylor Swift - my tears ricochet,"673,967,451","429,748"
Jessie J - Price Tag,"673,676,889","508,002"
Ariana Grande - breathin,"673,403,358","103,314"
YOASOBI - 夜に駆ける,"673,326,697","239,981"
"All Time Low - Dear Maria, Count Me In","673,083,239","393,213"
Doja Cat - Get Into It (Yuh),"673,007,727","154,535"
Meghan Trainor - Dear Future Husband,"672,494,735","216,741"
Drake - Marvins Room,"672,388,478","212,523"
FRENSHIP - Capsize,"672,317,365","83,403"
Chase Atlantic - Into It,"672,245,064","561,233"
Miley Cyrus - Midnight Sky,"672,238,621","116,166"
Green Day - 21 Guns,"672,144,485","250,571"
Bad Bunny - La Corriente,"672,106,926","274,579"
Fuerza Regida - SABOR FRESA,"672,105,547","299,511"
Jessie J - Domino,"672,013,969","426,580"
THE ANXIETY - Meet Me At Our Spot,"671,806,187","186,387"
Eyedress - Something About You,"671,572,296","709,037"
Taylor Swift - the 1,"671,221,954","214,699"
Luis Miguel - La Incondicional,"670,994,316","251,983"
OneRepublic - Run,"670,919,836","248,244"
Bad Bunny - Sensualidad,"670,763,249","150,985"
David Guetta - Say My Name,"670,713,986","160,496"
